package.name	keep	about.dev_url	about.home	about.license	about.summary	build.number	build.run_exports	extra.additional-platforms	extra.identifiers	extra.recipe-maintainers	package.version	requirements.build	source.patches	source.sha256	source.url	test.commands	about.licence_file	about.license_family	build.entry_points	build.noarch	build.script	requirements.host	requirements.run	test.imports	test.requires	about.doc_url	about.license_file	about.description	build.skip	about.recipe-maintainers	build.merge_build_host	about.doc_source_url	test.source_files	build.rpaths	test.import	extra.skip-lints	source.md5	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	extra.container.extended-base	extra.notes	source	test.files	extra.identifies	source.folder	build.script_env	extra.autobump.enable	extra.authors	build.ignore_run_exports	extra.recipe_maintainers	about.notes	extra.watch	build.no_link	identifiers	extra.documentation	extra.maintainers	build.has_prefix_files	build.binary_relocation	about.extra.recipe-maintainers	requirements.run_constrained	outputs	extra.additional notes identifiers	extra.recipe-maintainer	source.git_rev	source.git_url	extra.doi	about.license_url	about.licence_family	extra.watch.enable	about.licence_url
kaiju	False	https://github.com/bioinformatics-centre/kaiju	https://github.com/bioinformatics-centre/kaiju	GPL-3.0-or-later	Fast and sensitive taxonomic classification for metagenomics.	3	[None]	['linux-aarch64', 'osx-arm64']	['biotools:kaiju', 'usegalaxy-eu:kaiju_kaiju2krona', 'usegalaxy-eu:kaiju_kaiju2table', 'usegalaxy-eu:kaiju_mergeoutputs', 'usegalaxy-eu:kaiju_kaiju', 'usegalaxy-eu:kaiju_addtaxonnames', 'doi:10.1038/ncomms11257']		1.10.1	['make', None, None, 'pkg-config']		3cc05533bf6007ffeff2d755c935354952b09a6b903c5e538dff14285b3c86e8	https://github.com/bioinformatics-centre/kaiju/archive/v1.10.1.tar.gz	"['kaiju 2>&1 | grep ""Kaiju 1.10.1""']"		GPL3				['zlib']	['perl', 'wget', 'python', 'curl']			https://github.com/bioinformatics-centre/kaiju/blob/v1.10.1/README.md	LICENSE																											['bin/kaiju-makedb.sh']																	
keggcharter	False	https://github.com/iquasere/KEGGCharter	https://github.com/iquasere/KEGGCharter	BSD-3-Clause	A tool for representing genomic potential and transcriptomic expression into KEGG pathways	0	[None]			['iquasere']	1.1.2			53735598428a7a2eb75c763f2eba04efecd9c8fae3d69ea7a29747ffc60396cd	https://github.com/iquasere/KEGGCharter/archive/1.1.2.tar.gz	['keggcharter -v']		BSD		generic	"mkdir -p $PREFIX/bin && mkdir -p $PREFIX/share && cp *.py resources/*.txt resources/*.tsv $PREFIX/share && chmod +x $PREFIX/share/keggcharter.py && ln -s $PREFIX/share/keggcharter.py $PREFIX/bin/keggcharter
"		['matplotlib-base', 'tqdm', 'pandas', 'biopython', 'reportlab', 'openpyxl', 'poppler', 'mscorefonts', 'requests', 'lxml']			https://github.com/iquasere/KEGGCharter/blob/master/README.md	LICENSE	"KEGGCharter takes as input a quantification table of proteins with corresponding
KEGG IDs available and maps that information into KEGG metabolic maps using 
the KEGG API. Both genomic potential (from either genomics or metagenomics)
and gene expression quantification (from either (meta)transcriptomics or
(meta)proteomics) can be represented. Genomic information is mapped in a binary
exists or not rule, for each taxon available KEGGCharter will assign a color
which will be included in the boxes corresponding to functions present in that
taxon. Gene expression quantification is mapped as differential expression
where quantification between the several columns specified is represented as
a single row heatmap for each function present in the data.
"																																											
kmcp	False		https://github.com/shenwei356/kmcp	MIT	accurate metagenomic profiling of both prokaryotic and viral populations by pseudo-mapping	0	[None]	['linux-aarch64', 'osx-arm64']			0.9.5					['kmcp version --help']																				['should_be_noarch_generic', 'should_not_be_noarch_source']							[{'md5': 'bf5662dbaace6d63fca5b6973cac144d', 'url': 'https://github.com/shenwei356/kmcp/releases/download/v0.9.5/kmcp_darwin_amd64.tar.gz'}, {'md5': 'af9615b92f8ddf4810297e45762fe8c3', 'url': 'https://github.com/shenwei356/kmcp/releases/download/v0.9.5/kmcp_linux_amd64.tar.gz'}, {'md5': '03ac274a035fbab39f1bd02498bcbb8e', 'url': 'https://github.com/shenwei356/kmcp/releases/download/v0.9.5/kmcp_linux_arm64.tar.gz'}, {'md5': 'b7963db7e9de5e4e3591b1bb256ec1c2', 'url': 'https://github.com/shenwei356/kmcp/releases/download/v0.9.5/kmcp_darwin_arm64.tar.gz'}]																												
kmertools	False	https://github.com/anuradhawick/kmertools	https://github.com/anuradhawick/kmertools	GPL-3.0-only	kmertools: DNA Vectorisation Tool	0	[None]	['linux-aarch64', 'osx-arm64']		['anuradhawick', 'Vini2']	1.0.0	[None, None, 'cargo-bundle-licenses', 'python']		f6db79fc584bdc5a8d9c7acccb7fac19285f3aeccbb739b929eef615efb5ba2f	https://github.com/anuradhawick/kmertools/archive/v1.0.0.tar.gz	['kmertools --help']		GPL3				['maturin >=1.7,<2.0', 'python', 'pip']	['python']	['pykmertools']		https://github.com/anuradhawick/kmertools/wiki	['LICENSE', 'THIRDPARTY.yml']	kmertools is a k-mer based feature extraction tool designed to support metagenomics and other bioinformatics analytics.	True																																										
kmetashot	False		https://github.com/gdefazio/kMetaShot	GPL-3.0-only	Fast taxonomic classifier for metagenome bins/MAGs based on k-mer/minimizer	1	[None]			['gdefazio']	2.0			9bbd8a728fec328e391702ff15d367db51fd22fcf2cff2c80e1afa9adac96c3c	https://github.com/gdefazio/kMetaShot/archive/refs/tags/v2.0.tar.gz					python		['python >=3.8', 'pip', 'setuptools']	['python >=3.8', 'numpy >=1.18.1', 'numba >=0.51.2', 'pandas >=1.0.4', 'mmh3', 'bitarray >=1.2.1', 'h5py >=2.9.0', 'hdf5 >=1.10.4', 'argcomplete >=1.11.1', 'pytables >=3.6.1']	['kMetaShot_package']		https://github.com/gdefazio/kMetaShot#readme	LICENSE																												[{'doi': 'https://doi.org/10.1093/bib/bbae680'}]																
kneaddata	False	https://github.com/biobakery/kneaddata	https://huttenhower.sph.harvard.edu/kneaddata	MIT	KneadData is a tool designed to perform quality control on metagenomic sequencing data.	0	[None]				0.12.4	['python >=3', 'pip', 'setuptools', 'bowtie2 >=2.2']		f95811aeb7c4a74250ce3f62879676f4e3c970f20dad2d5f9628250a9c45a6c3	https://pypi.io/packages/source/k/kneaddata/kneaddata-0.12.4.tar.gz	['kneaddata --help', 'kneaddata_bowtie2_discordant_pairs --help', 'kneaddata_database --help', 'kneaddata_build_database --help', 'kneaddata_read_count_table --help', 'kneaddata_test --help']		MIT	['kneaddata = kneaddata.knead_data:main', 'kneaddata_bowtie2_discordant_pairs = kneaddata.bowtie2_discordant_pairs:main', 'kneaddata_trf_parallel = kneaddata.trf_parallel:main', 'kneaddata_database = kneaddata.download_db:main', 'kneaddata_build_database = kneaddata.generate_db:main', 'kneaddata_read_count_table = kneaddata.read_count_table:main', 'kneaddata_test = kneaddata.tests.kneaddata_test:main']	python	-m pip install . -vvv --no-deps --no-build-isolation --no-cache-dir		['python >=3', 'bowtie2 >=2.2', 'fastqc', 'samtools', 'trimmomatic', 'trf', 'blast', 'srprism', 'bmtool']	['kneaddata', 'kneaddata.db_preprocessing', 'kneaddata.tests']		https://huttenhower.sph.harvard.edu/kneaddata	LICENSE	"KneadData is a tool designed to perform quality control on metagenomic sequencing data, especially data from microbiome experiments. In these experiments, samples are typically taken from a host in hopes of learning something about the microbial community on the host. However, metagenomic sequencing data from such experiments will often contain a high ratio of host to bacterial reads. This tool aims to perform principled in silico separation of bacterial reads from these ""contaminant"" reads, be they from the host, from bacterial 16S sequences, or other user-defined sources."																																											
komb	False		https://gitlab.com/treangenlab/komb	GPL-3.0-or-later	Characterizing metagenomes using K-Core decomposition	6					1.0	[None, 'automake', 'make', 'bifrost >=1.0.5', 'igraph  0.8.*']			https://gitlab.com/treangenlab/komb/-/archive/v1.0/komb-v1.0.tar.gz	['komb -h']						['python', 'abyss 2.0.2', 'bifrost >=1.0.5', 'igraph 0.8.*', 'bowtie2 >=2.3.5.1', 'zlib']	['python', 'abyss 2.0.2', 'bowtie2 >=2.3.5.1', 'bifrost >=1.0.5', 'igraph 0.8.*', 'zlib']				LICENSE		True								00e80c1006869be6a289e96566fdbda7																																		
kpal	False		https://kpal.readthedocs.org	MIT License	Analysis toolkit and programming library for k-mer profiles	3					2.1.1				https://github.com/LUMC/kPAL/archive/v2.1.1.tar.gz	['kpal -v']				python	python -m pip install --no-deps --ignore-installed .	['python', 'pip', 'h5py >=2.1', 'future', 'semantic_version', 'biopython']	['python', 'h5py >=2.1', 'future', 'semantic_version', 'biopython']														b5fe62fc749c7f975cf7d6cc9f1954d3																																		
kraken-ea	False	https://github.com/ExpressionAnalysis/kraken/tree/v0.10.5-beta-ea.3	https://github.com/ExpressionAnalysis/kraken/tree/v0.10.5-beta-ea.3	GPL-3.0-or-later	Kraken is a system for assigning taxonomic labels to short DNA sequences, usually obtained through metagenomic studies. This is a modified version allowing for splitting of fastq files based on read classifications.	5	[None]	['linux-aarch64']			0.10.5ea.3	[None, 'make', 'pkg-config']	['0001-install.sh.patch']		https://github.com/ExpressionAnalysis/kraken/archive/v0.10.5-beta-ea.3.tar.gz	['kraken --version 2>&1 > /dev/null', 'kraken-build --version']		GPL3				['perl', 'libgomp', 'llvm-openmp', 'zlib']	['kmer-jellyfish 1.*', 'libgomp', 'llvm-openmp', 'perl']														34dce0103874e199a13eeed9bf20bd73																																		
kraken	False	https://github.com/DerrickWood/kraken	https://ccb.jhu.edu/software/kraken	GPL-3.0-or-later	Kraken is a system for assigning taxonomic labels to short DNA sequences, usually obtained through metagenomic studies.	12	[None]	['linux-aarch64', 'osx-arm64']	['biotools:kraken', 'doi:10.1186/gb-2014-15-3-r46']		1.1.1	['make', 'perl', None, 'pkg-config', 'clangdev']		73e48f40418f92b8cf036ca1da727ca3941da9b78d4c285b81ba3267326ac4ee	https://github.com/DerrickWood/kraken/archive/v1.1.1.tar.gz	['kraken --version', 'kraken-build --version', 'kraken-filter --version', 'kraken-mpa-report --version', 'kraken-report --version', 'kraken-translate --version']		GPL3				['perl', 'llvm-openmp']	['kmer-jellyfish 1.*', 'perl', 'tar', 'rsync', 'wget', 'llvm-openmp']			https://ccb.jhu.edu/software/kraken	LICENSE																																												
kraken2	False	https://github.com/DerrickWood/kraken2	https://ccb.jhu.edu/software/kraken2	GPL-3.0-or-later	Kraken2 is a system for assigning taxonomic labels to short DNA sequences, usually obtained through metagenomic studies.	0	[None]	['linux-aarch64', 'osx-arm64']	['biotools:kraken2', 'usegalaxy-eu:kraken2', 'doi:10.1186/gb-2014-15-3-r46', 'doi:10.1186/s13059-019-1891-0']		2.17.1	[None, 'make']	['0001-src-Makefile.patch']	4dc64ead045b5ae9180731c260046aa37b6642244be085a9ba9b15db78ab442d	https://github.com/DerrickWood/kraken2/archive/refs/tags/v2.17.1.tar.gz	['kraken2 --version', 'kraken2-build --version', 'kraken2-inspect --version', 'k2 --help']		GPL3				['perl', 'libgomp', 'llvm-openmp', 'gperftools', 'wget', 'tar', 'rsync', 'zlib']	['python', 'libgomp', 'llvm-openmp', 'gperftools', 'blast', 'perl', 'wget', 'tar', 'rsync']			https://github.com/DerrickWood/kraken2/blob/v2.17.1/docs/MANUAL.markdown	LICENSE																																												
krakenuniq	False		https://github.com/fbreitwieser/krakenuniq	GPLv3	Metagenomics classifier with unique k-mer counting for more specific results	4	[None]	['linux-aarch64']	['biotools:krakenhll']		1.0.4	['make', None, 'llvm-openmp', 'libgomp']	['krakenuniq.patch', 'krakenuniq2.patch']	5e2ef21878c1c4ce92be9925e47b9ccae0ecb59a79d71cc4cbb53d057e0de9ec	https://github.com/fbreitwieser/krakenuniq/archive/v1.0.4.tar.gz	"['krakenuniq --version', 'krakenuniq-build --version', 'krakenuniq-extract-reads --help 2>&1 | grep Usage', 'krakenuniq-filter --version', 'krakenuniq-mpa-report --version', 'krakenuniq-report --version', 'krakenuniq-translate --version', 'read_merger.pl 2>&1 | grep ""must have exactly two filename arguments""', 'build_taxdb 2>&1 | grep ""USAGE""']"						['perl', 'zlib', 'bzip2']	['kmer-jellyfish >=1,<2', 'perl', 'rsync', 'wget', 'tar', 'perl-libwww-perl', 'perl-lwp-protocol-https', 'curl', 'bc']				LICENSE		True																																										
kronik	False	https://github.com/mhoopmann/kronik	https://github.com/mhoopmann/kronik	Apache-2.0	Utility for processing Hardklor features to find candidate peptides by chromatographic profiling.	9	[None]	['linux-aarch64', 'osx-arm64']	['doi:10.1002/0471250953.bi1318s37']		2.2	['make', None, 'pkg-config']		fb3c7cc92d6c65c76ce61fac2c7bf19c3ac1d4f3af377656122e4db10ca4b5dd	https://github.com/mhoopmann/kronik/archive/4dd6d1a69c61fbe62e4effc773b54b74d34fe689.tar.gz	['kronik --help > /dev/null']		APACHE									LICENSE																																												
latentstrainanalysis	False		https://github.com/brian-cleary/LatentStrainAnalysis	MIT	Partitioning and analysis methods for large, complex sequence datasets	3					0.0.1			dbec0ecb8a53b3c51a6d2d5e99e0ad59da2a60d3e518f8216ff20bb04f563dca	https://github.com/brian-cleary/LatentStrainAnalysis/archive/7f18468.tar.gz	"['command -v HashCounting.sh', 'command -v KmerSVDClustering.sh', 'command -v ReadPartitioning.sh', 'HashCounting.sh | grep ""Usage:""', 'KmerSVDClustering.sh | grep ""Usage:""', 'ReadPartitioning.sh | grep ""Usage:""']"				generic			['python <3', 'numpy', 'scipy', 'gensim', 'parallel', 'pyro4']					"LSA was developed as a pre-assembly tool for partitioning metagenomic reads.
It uses a hyperplane hashing function and streaming SVD in order to find
covariance relations between k-mers. The code, and the process outline in
LSFScripts in particular, have been optimized to scale to massive data
sets in fixed memory with a highly distributed computing environment.
"									bbcf6b3a18d920aa12d40dd594eabc24																			http://latentstrainanalysis.readthedocs.io/en/latest/	['keuv-grvl']														
lemur	False		https://github.com/treangenlab/lemur	MIT	Lemur is a tool for rapid and accurate taxonomic profiling on long-read metagenomic datasets	0	[None]				1.0.1			190b6302deabe5d09428bc541e5ab924ab6b727c30fc0c93554c2a131e7fd0d7	https://github.com/treangenlab/lemur/archive/refs/tags/v1.0.1.tar.gz	['lemur --help']				generic	mkdir -p ${PREFIX}/bin && cp lemur ${PREFIX}/bin		['python >=3.7', 'pysam >=0.15', 'numpy >=1.11', 'pandas >=1.1.3', 'minimap2 >=2.22']				LICENSE																																												
linezolid-amr	False	https://github.com/iowa69/linezolid-amr	https://github.com/iowa69/linezolid-amr	MIT	Integrated AMR profiling + 23S rRNA linezolid heteroresistance + in-house MLST (S. aureus, E. faecalis, E. faecium, S. pneumoniae)	0	[None]			['iowa69']	0.1.6			3feadd34fc6fd41d1421ce29bcc4879d8f907e4803e1beb21b4e27c209c181b5	https://github.com/iowa69/linezolid-amr/archive/refs/tags/v0.1.6.tar.gz	['linezolid-amr --version', 'linezolid-amr --help', 'linezolid-amr list-organisms']		MIT	['linezolid-amr = linezolid_amr.cli:main']	python	-m pip install . --no-deps --no-build-isolation -vv	['python >=3.9', 'pip', 'setuptools >=64']	['python >=3.9', 'click >=8.0', 'pysam >=0.22', 'biopython >=1.81', 'ncbi-amrfinderplus >=4.0', 'minimap2 >=2.24', 'samtools >=1.18', 'bcftools >=1.18', 'blast >=2.12']	['linezolid_amr', 'linezolid_amr.cli', 'linezolid_amr.amrfinder', 'linezolid_amr.internal_mlst', 'linezolid_amr.mlst', 'linezolid_amr.rrna23s', 'linezolid_amr.references', 'linezolid_amr.summary']		https://github.com/iowa69/linezolid-amr#readme	LICENSE	"linezolid-amr combines NCBI AMRFinderPlus gene/mutation detection, an
in-house BLAST-based MLST caller (no external mlst dependency), and
species-aware read mapping to bundled 23S rRNA references to detect
heteroresistant linezolid-resistance mutations (e.g. G2576T, G2505A)
in Staphylococcus aureus, Enterococcus faecalis, Enterococcus faecium,
and Streptococcus pneumoniae. PubMLST schemes are shipped inside the
package so MLST works fully offline; per-organism 23S FASTA and
E. coli K-12 position maps are also bundled. MLST runs first and
infers the organism + Sequence Type; the same organism drives both
AMRFinderPlus species mode and 23S reference selection. Mutations are
reported in E. coli K-12 23S numbering (clinical literature convention).
Outputs include per-sample wide CSV (Kleborate-style), long CSV, sorted
indexed BAM, full 23S VCF, JSON report, and human-readable text summary.
A `folder` subcommand processes an entire input directory in a single
command and emits cohort-level aggregated CSVs.
"																																											
livekraken	False		https://gitlab.com/SimonHTausch/LiveKraken	GPLv3	LiveKraken is a real-time metagenomic classifier for Illumina sequencing data.	12	[None]	['linux-aarch64']			1.0	['make', None]		f1cb0fcceb86a31cf5192eb5bebb85149bbaf1899cc80d5b1074f520f1c257d5	https://gitlab.com/SimonHTausch/LiveKraken/uploads/be6dfaaebf310a56d7cdc9676c5764b2/LiveKraken-master.tar.gz	['livekraken --version', 'livekraken-build --version', 'livekraken-filter --version', 'livekraken-mpa-report --version', 'livekraken-report --version', 'livekraken-translate --version', 'livekraken_sankey_diagram.py -h']						['perl', 'boost-cpp']	['kmer-jellyfish 1.*', 'perl', 'python', 'boost-cpp']				LICENSE		True																													['libexec/livekraken', 'libexec/livekraken-build', 'libexec/livekraken-filter', 'libexec/livekraken-mpa-report', 'libexec/livekraken-report', 'libexec/livekraken-translate', 'libexec/livekraken_sankey_diagram.py']													
longtrack	False	https://github.com/fanglab/LongTrack	https://github.com/fanglab/LongTrack	MIT	Track FMT strains using long-read metagenomic assemblies.	0	[None]				1.0.0			874fa09ce235daa23887032df9ffbd783a58e86f58b63c919c4ad48f8b1131c5	https://github.com/fanglab/LongTrack/releases/download/v1.0.0/LongTrack.v1.0.0.tar.gz	['bowtie2 --version']		MIT		generic	['mkdir -p ${PREFIX}/bin', 'chmod 0755 LongTrack', 'cp -rf * ${PREFIX}/bin']		['python 2.7.*', 'htseq >=0.5.3p9', 'bowtie2', 'numpy >=1.7.1', 'pandas >=0.7.3', 'matplotlib-base >=1.0.0', 'seaborn >=0.5.0']																																																
lorikeet-genome	False		https://github.com/rhysnewell/Lorikeet	GPL3	Metagenomic Variant Calling & Diversity Analysis	1	[None]				0.8.2	['rust >=1.70', 'python ==3.10', None, None, 'pkg-config', 'make', 'cmake']		125fb87f7aa586aa92183ed2c11721477d0b2ba2481f80a1e047ab581e3ff50b	https://github.com/rhysnewell/lorikeet/archive/v0.8.2.tar.gz	"[""lorikeet --version | grep '0.8.2'""]"						['zlib', 'blis', 'libblas', 'openblas', 'openssl', 'clangdev']	['samtools >=1.9', 'coreutils', 'python ==3.10', 'prodigal', 'minimap2 >=2.24', 'bwa >=0.7.17', 'bwa-mem2', 'numpy', 'scikit-allel >=1.3.6', 'svim', 'bcftools', 'pip', 'polars >=0.18', 'scipy >=1.11', 'cmake >=3.21']			https://rhysnewell.github.io/Lorikeet/	LICENSE	Lorikeet aims to call variants in metagenomes using local reassembly of haplotypes.	True																																										
lotus2	False	https://github.com/hildebra/lotus2/	http://lotus2.earlham.ac.uk/	GPL-3.0-or-later	LotuS2 is a lightweight complete 16S/18S/ITS pipeline	1	[None]		['doi:10.1186/s40168-022-01365-1', 'biotools:lotus2']	['nsoranzo']	2.34.1			fdda62d3ab02e37e160c0b1c36aeee43247838c271c99733be71d0bfbeb77419	https://github.com/hildebra/lotus2/archive/refs/tags/v2.34.1.tar.gz	['lotus2 -v']				generic			['r-base', 'bioconductor-dada2', 'bioconductor-phyloseq', 'blast', 'cd-hit', 'clustalo', 'fasttree', 'hmmer >=3.1', 'infernal', 'iqtree', 'itsx', 'lambda >=3,<4', 'lca >=0.25', 'mafft', 'minimap2', 'perl', 'perl-getopt-long', 'pigz', 'r-dplyr', 'rdp_classifier', 'rtk', 'sdm ==2.18', 'swarm', 'unzip', 'usearch >=12.0_beta,<13', 'vsearch', 'wget', 'zip']				COPYING																																												
lotus3	False	https://github.com/hildebra/LotuS3/	https://lotus3.earlham.ac.uk/	GPL-2.0-only	LotuS3 is a lightweight amplicon sequencing pipeline supporting 16S/18S/ITS	0	[None]		['doi:10.1186/s40168-022-01365-1', 'biotools:lotus3']	['nsoranzo']	3.11			14380daa7cb89b5f9474d002c845f8d335adafa39df908c491e67dd6fe94e936	https://github.com/hildebra/LotuS3/archive/refs/tags/v3.11.tar.gz	['lotus3 -v']				generic			['r-base', 'bioconductor-dada2', 'bioconductor-phyloseq', 'blast', 'cd-hit', 'clustalo', 'fasttree', 'hmmer >=3.1', 'infernal', 'iqtree', 'itsx', 'lambda >=3,<4', 'lca >=0.27', 'mafft', 'minimap2', 'perl', 'perl-getopt-long', 'pigz', 'r-dplyr', 'rdp_classifier', 'rtk', 'sdm ==3.37', 'swarm', 'unzip', 'usearch >=12.0_beta,<13', 'vsearch', 'wget', 'zip']				LICENSE																																												
maaslin3	False		https://github.com/biobakery/maaslin3	Custom	"""Refining and extending generalized multivariate linear models for meta-omic association discovery"""	1					0.99.16			a25f594882d3caf1c5f66c9f0d925b80d7609d0346f9dc03f6e19575de7362d8	https://github.com/biobakery/maaslin3/archive/refs/tags/0.99.16.tar.gz	"['$R -e ""library(\'maaslin3\')""', 'maaslin3.R --help']"				generic		['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'bioconductor-treesummarizedexperiment >=2.14.0,<2.15.0', 'r-base >=4.4,<4.5.0a0', 'r-dplyr', 'r-ggnewscale', 'r-ggplot2', 'r-lme4', 'r-lmertest', 'r-logging', 'r-multcomp', 'r-optparse', 'r-patchwork', 'r-pbapply', 'r-plyr', 'r-rcolorbrewer', 'r-rlang', 'r-scales', 'r-survival', 'r-tibble']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'bioconductor-treesummarizedexperiment >=2.14.0,<2.15.0', 'r-base >=4.4,<4.5.0a0', 'r-dplyr', 'r-ggnewscale', 'r-ggplot2', 'r-lme4', 'r-lmertest', 'r-logging', 'r-multcomp', 'r-optparse', 'r-patchwork', 'r-pbapply', 'r-plyr', 'r-rcolorbrewer', 'r-rlang', 'r-scales', 'r-survival', 'r-tibble']				LICENSE	MaAsLin 3 refines and extends generalized multivariate linear models for meta-omicron association discovery. It finds abundance and prevalence associations between microbiome meta-omics features and complex metadata in population-scale epidemiological studies. The software includes multiple analysis methods (including support for multiple covariates, repeated measures, and ordered predictors), filtering, normalization, and transform options to customize analysis for your specific study.						['lib/R/lib/', 'lib/']																																					
macrel	False	https://github.com/BigDataBiology/macrel	https://github.com/BigDataBiology/macrel	MIT	A pipeline for AMP (antimicrobial peptide) prediction	1	[None]		['doi:10.7717/peerj.10555']	['celiosantosjr', 'luispedro']	1.6.0			76c69e7eebd86b4c1c0790797ce3dea81f8c23513b7b3effa92cca14db7804e6	https://github.com/BigDataBiology/macrel/archive/v1.6.0.tar.gz	['macrel --version']			['macrel= macrel.main:main']	python	python -m pip install --disable-pip-version-check --no-cache-dir --ignore-installed --no-deps -vv .	['python', 'pip']	['python', 'atomicwrites', 'ngless', 'joblib', 'megahit', 'paladin', 'pandas', 'scikit-learn', 'requests', 'onnxruntime', 'tzlocal', 'pyrodigal >=0.7.3']	['macrel']				"Used for the prediction of AMPs in (meta)genomes.
"																																											
madre	False	https://github.com/lbcb-sci/MADRe	https://github.com/lbcb-sci/MADRe	MIT	Strain-level metagenomic classification with Metagenome Assembly driven Database Reduction approach.	0	[None]			['jlipovac']	0.0.5			6f7fabc074ca385cb3bf49cd6c7448698409c1aaf259a082be22c015edc259dc	https://github.com/lbcb-sci/MADRe/archive/refs/tags/v0.0.5.tar.gz	['madre --help', 'read-classification --help', 'database-reduction --help', 'calculate-abundances --help']		MIT	['madre = MADRe:main', 'read-classification = ReadClassification:main', 'database-reduction = DatabaseReduction:main', 'calculate-abundances = CalculateAbundances:main']	python	-m pip install . --no-deps --no-build-isolation --no-cache-dir --use-pep517 -vvv	['python >=3', 'pip', 'setuptools']	['python >=3', 'scikit-learn', 'minimap2 >=2.28', 'flye', 'metamdbg', 'hairsplitter', 'seqkit', 'myloasm', 'kraken2']	['MADRe']		https://github.com/lbcb-sci/MADRe/blob/v0.0.5/README.md	LICENSE																																												
magmax	False		https://github.com/soedinglab/MAGmax	GPL-3.0	MAGmax is a robust tool for dereplicating MAGs through bin merging and reassembly.	0	[None]	['linux-aarch64', 'osx-arm64']		['yazhinia']	1.4.0	[None, None, None, 'make']		53d4736c656c0570d27ce4dccee4dc6f76e00947c4a34327f9a098b39fa6ade8	https://github.com/soedinglab/MAGmax/archive/refs/tags/v1.4.0.tar.gz	['magmax --help']		GPL					['skani', 'spades', 'seqtk']				LICENSE.md																																												
magneto	False	https://gitlab.univ-nantes.fr/bird_pipeline_registry/magneto	https://gitlab.univ-nantes.fr/bird_pipeline_registry/magneto	GPL-3.0-only	MAGNETO is an automated snakemake workflow dedicated to MAG reconstruction from metagenomic data.	1	[None]		['biotools:magneto', 'doi:10.1128/msystems.00432-22']		1.5.2			05cca96fd39c41ec4b617a440a0c24b5d58bac4e17180c896ab656bf98d7d9e6	https://gitlab.univ-nantes.fr/bird_pipeline_registry/magneto/-/archive/1.5.2/magneto-1.5.2.tar.gz	['magneto --help']		GPL3	['magneto = magneto.magneto:cli']	python	-m pip install --no-deps --no-build-isolation --no-cache-dir . -vvv	['python >=3.8', 'pip', 'setuptools']	['python >=3.8,<3.12', 'snakemake-minimal >=7.32.4,<8.0.0', 'mamba >=1.5.8,<1.5.9', 'click', 'pyyaml', 'pandas']			https://gitlab.univ-nantes.fr/bird_pipeline_registry/magneto/-/wikis/home	LICENSE																																												
magpurify	False	https://github.com/snayfach/MAGpurify	https://github.com/snayfach/MAGpurify	GPL-3.0-or-later	Identify and remove incorrectly binned contigs from metagenome-assembled genomes.	2	[None]				2.1.2			aeb2121824bf327e90a8f4101819dcff96ca7ecee7d9ad087b5ac3354ff0a77c	https://pypi.org/packages/source/m/magpurify/magpurify-2.1.2.tar.gz	['magpurify --help', 'magpurify phylo-markers --help', 'magpurify clade-markers --help', 'magpurify conspecific --help', 'magpurify tetra-freq --help', 'magpurify gc-content --help', 'magpurify coverage --help', 'magpurify known-contam --help', 'magpurify clean-bin --help']		GPL3	['magpurify=magpurify.cli:cli']	python	-m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	['pip', 'python >=3.6,<=3.12']	['biopython', 'numpy', 'pandas', 'python >=3.6,<=3.12', 'scikit-learn', 'blast', 'prodigal', 'hmmer', 'last', 'mash', 'coverm']				LICENSE																																												
malt	False		http://ab.inf.uni-tuebingen.de/software/malt/	GPLv3	A tool for mapping metagenomic data	0	[None]		['biotools:malt']		0.62	['openjdk', 'javafx-sdk']			https://maira.cs.uni-tuebingen.de/download/malt/MALT_unix_0_6_2.sh	['malt-run -h', 'malt-build -h']				generic			['openjdk']														3e9b7516c722ca959d92722bea209b04																																		
mammal	False		https://www.mathstat.dal.ca/~tsusko/doc/mammal.pdf	GNU General Public v3 or later (GPLv3+)	Accelerated Estimation of Frequency Classes in Site-heterogeneous Profile Mixture Models	3					1.1.1	['make', None, None, None]		b1adaf1681accbebcc64776efab6210ebbf21524a57ba3e719886b941d4efbc0	https://github.com/TheBrownLab/mammal/archive/refs/tags/v1.1.1.tar.gz	['mammal -v > /tmp/null']		GPL3					['r-base', 'libiconv', 'readline']				LICENSE																																												
mapseq	False		https://github.com/jfmrod/MAPseq	dual-licensed under GPL-3.0+ or BSD 2-clause	Open source metagenomic 16S/18S read classifier enabling comparative metagenomics.	1	[None]		['doi:10.1093/bioinformatics/btx517']		2.1.1b	[None, None, 'automake', 'autoconf', 'libtool', 'make', 'subversion']		9be4f46cc6d8e7273c4d11f8ac8133a63fe2da39f420100d5d4e1828acaa6d47	https://github.com/meringlab/MAPseq/archive/v2.1.1b.tar.gz	['mapseq --help &> /dev/null']		GPL				['zlib', 'gsl', 'zlib', 'openssl', 'readline', 'ncurses', 'libopenblas', 'blis']	['gsl', 'zlib', 'openssl', 'readline', 'ncurses', 'libopenblas', 'blis', 'curl']				COPYING		True																																										
